id,date_account_created,timestamp_first_active,date_first_booking,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination
pmag50wc6o,2013-10-10,20131010163932,2013-10-10,FEMALE,32.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
z39uuvq9m8,2014-02-05,20140205073149,2014-02-07,-unknown-,,basic,0,en,direct,direct,product,Web,Mac Desktop,Safari,US
v7qn21msx1,2013-07-26,20130726170947,2013-07-30,FEMALE,31.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,US
jzo6t4s5ud,2014-05-14,20140514023614,2014-05-14,FEMALE,31.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
w8wai70wq8,2014-03-02,20140302235928,2014-03-29,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
3lj8edtmut,2013-08-14,20130814180630,2014-07-09,FEMALE,51.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
0sbtxxtv7v,2013-07-06,20130706032402,2014-04-15,MALE,38.0,facebook,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,US
8fzs025mbo,2014-06-26,20140626233804,2014-06-27,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US
vzkx9347h8,2013-10-31,20131031045940,2014-09-10,-unknown-,,basic,0,en,direct,direct,tracked-other,Web,Mac Desktop,Safari,US
snmpsjmujy,2013-06-19,20130619172136,2013-06-23,-unknown-,50.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
xq3xfhj4e3,2013-04-24,20130424021414,2013-04-24,-unknown-,,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,US
xkijimmne2,2013-11-11,20131111191838,2013-11-11,MALE,35.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US
x58u174jgu,2014-05-04,20140504015900,2014-05-04,FEMALE,30.0,basic,0,en,direct,direct,omg,Web,Windows Desktop,Firefox,US
w2i4weom2r,2014-04-09,20140409183837,2014-04-11,MALE,34.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
36el592gk1,2013-11-22,20131122222623,2014-11-10,MALE,41.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
tiplvbf95q,2013-02-14,20130214055815,2013-02-14,FEMALE,36.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
7xwgtj82tt,2012-06-18,20120618210235,2012-06-18,-unknown-,,basic,0,en,sem-non-brand,bing,omg,Web,Mac Desktop,Chrome,US
q87b8mnlb3,2014-03-27,20140327011616,2014-03-28,FEMALE,32.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
biyv25t6mm,2014-03-16,20140316093828,2014-03-16,FEMALE,33.0,basic,0,en,sem-brand,google,untracked,Web,Mac Desktop,Firefox,US
hvouxvvk6r,2010-05-30,20100530075134,2010-06-02,MALE,35.0,facebook,0,en,other,craigslist,untracked,Web,iPhone,-unknown-,US
1atoxkwf0j,2014-03-22,20140322145626,2014-05-19,FEMALE,72.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
am9kh07hmb,2013-09-02,20130902005454,2014-03-13,MALE,54.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
o0fmvc1t4q,2013-05-28,20130528005453,2013-06-04,MALE,54.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,US
91y5d3mjlf,2013-06-20,20130620151409,2013-06-20,-unknown-,28.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,US
7l3dgyuiq3,2013-10-26,20131026005938,2013-11-06,FEMALE,29.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
6qsw1ewt4e,2012-04-11,20120411031430,2012-12-30,FEMALE,28.0,facebook,0,en,sem-brand,google,linked,Web,Windows Desktop,IE,US
6omxlco542,2014-03-03,20140303061751,2014-06-30,MALE,33.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
k6dpmhdo2i,2014-05-03,20140503193821,2014-06-03,FEMALE,23.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
wx25wcog0j,2014-02-01,20140201060032,2014-06-01,-unknown-,44.0,basic,25,en,direct,direct,untracked,iOS,Mac Desktop,Safari,US
z29kox2rb9,2013-12-31,20131231233052,2013-12-31,-unknown-,,basic,0,en,seo,bing,linked,Web,Windows Desktop,Firefox,US
83s028bxnk,2013-12-25,20131225025657,2013-12-26,MALE,27.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
h2gn4f9oqa,2010-02-03,20100203225854,2010-08-12,-unknown-,49.0,basic,0,en,other,craigslist,untracked,Web,Mac Desktop,Chrome,US
ayqbjknj3l,2013-06-11,20130611151152,2013-06-12,FEMALE,35.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,US
uhbpspv8kr,2012-09-07,20120907180242,2012-09-07,MALE,28.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
re7yj5ficp,2014-04-21,20140421230503,2014-05-14,MALE,33.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US
go8vjab022,2014-03-15,20140315044125,2014-03-15,-unknown-,31.0,basic,0,en,direct,direct,untracked,Web,iPad,Chrome Mobile,US
gqxy5c5ysw,2012-06-02,20120602024824,2012-06-02,-unknown-,,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
8vt1do12a4,2012-08-28,20120828055640,2012-08-28,MALE,,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
vjlxi12ae0,2012-09-05,20120905210514,2012-09-05,FEMALE,37.0,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
6c460go1yy,2012-07-04,20120704031424,2012-09-14,FEMALE,37.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
8bligvi4el,2013-09-17,20130917144621,2014-07-07,MALE,61.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US
vehqzn6zc4,2014-05-02,20140502180447,2015-01-13,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,US
gei90p2ntk,2012-10-03,20121003081402,2012-10-03,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
hb0gwerxnf,2014-02-07,20140207200053,2014-12-25,FEMALE,27.0,facebook,0,zh,direct,direct,untracked,Web,Mac Desktop,Chrome,US
bbo4q3zplo,2012-02-18,20120218184745,2012-02-22,FEMALE,58.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
flny8dum0w,2012-06-26,20120626040508,2012-12-14,FEMALE,34.0,basic,12,en,api,other,omg,Web,Windows Desktop,Chrome,US
t056ibkbwa,2014-05-01,20140501025435,2014-05-05,MALE,48.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US
j710v4esqo,2014-05-21,20140521053215,2014-05-21,MALE,30.0,facebook,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,US
xaxq6xgmax,2013-08-17,20130817235127,2013-09-13,MALE,28.0,basic,24,ru,direct,direct,untracked,Moweb,iPad,Mobile Safari,US
11cxjx4rub,2011-05-08,20110508152531,2011-05-08,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
ruzliiqv88,2012-05-22,20120522055107,2012-05-25,MALE,28.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
j17ot1cv24,2013-03-03,20130303070247,2013-03-06,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US
r6e9i34vua,2012-09-18,20120918033042,2013-07-20,FEMALE,32.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
dl60pdwpoa,2013-12-30,20131230012138,2013-12-30,MALE,63.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,US
j2i5vy5pgz,2014-06-09,20140609002257,2014-06-09,-unknown-,,basic,0,en,direct,direct,linked,Web,iPhone,Mobile Safari,US
4m7mq770lr,2012-10-15,20121015185636,2012-12-13,FEMALE,35.0,basic,0,en,other,other,tracked-other,Web,Mac Desktop,Chrome,US
se2g8rpusd,2013-11-15,20131115202311,2013-11-22,-unknown-,69.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,US
0hewovu9tu,2010-07-07,20100707193401,2010-07-27,-unknown-,44.0,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
5qd0rxc02r,2013-05-10,20130510175534,2014-02-10,FEMALE,27.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,US
6jet96o2hw,2013-09-23,20130923221612,2013-10-22,FEMALE,22.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
euqr8942yc,2013-09-11,20130911173355,2013-09-12,MALE,31.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,US
9qhifg6tgs,2012-05-16,20120516211952,2012-05-17,FEMALE,31.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
31zymos50g,2012-05-22,20120522022334,2012-05-25,FEMALE,26.0,facebook,3,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
rv4s4gb1yp,2013-11-13,20131113194029,2014-04-08,-unknown-,,basic,25,en,direct,direct,untracked,iOS,Windows Desktop,Chrome,US
bonok7hpgg,2013-02-15,20130215174547,2013-02-15,MALE,31.0,facebook,12,en,api,other,untracked,iOS,iPhone,-unknown-,US
7i64cw5vwh,2013-06-02,20130602164708,2013-06-02,MALE,48.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US
vy0lz1ogd1,2013-07-22,20130722005743,2013-07-29,-unknown-,,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,US
ivgizq73rd,2014-02-25,20140225181915,2014-02-28,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US
32t64wyw2x,2014-02-24,20140224214604,2014-09-13,MALE,26.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
rye0ohguau,2013-05-15,20130515171840,2013-05-15,MALE,34.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
l6t3lnoihd,2011-10-10,20111010065754,2011-10-12,MALE,40.0,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
8nia1v1sts,2014-02-17,20140217223416,2014-02-19,FEMALE,23.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
ud5vpb8w7q,2014-05-11,20140511203032,2014-12-18,MALE,31.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,US
zvi36p0qoo,2011-08-04,20110804174804,2011-12-07,-unknown-,19.0,basic,2,en,seo,google,linked,Web,Mac Desktop,Chrome,US
u1rs3ez26t,2014-03-24,20140324231148,2014-03-25,FEMALE,49.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
j37ilbf5ft,2012-09-29,20120929042840,2012-10-03,FEMALE,35.0,basic,0,en,other,facebook-open-graph,untracked,Web,Mac Desktop,Safari,US
370nx979fe,2013-07-26,20130726222844,2013-07-26,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
0nrs58d2b5,2014-06-27,20140627215737,2014-06-27,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
bn1zhmxrpp,2011-12-04,20111204182427,2011-12-04,FEMALE,18.0,basic,2,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
7ii0c8r5fu,2012-12-05,20121205015147,2012-12-06,MALE,34.0,facebook,0,en,sem-brand,google,tracked-other,Web,Mac Desktop,Firefox,US
zy8p1hbsag,2013-11-01,20131101223711,2013-11-08,FEMALE,30.0,basic,0,en,direct,direct,linked,Web,iPad,Chrome Mobile,US
9wdgbm597u,2013-05-28,20130528194435,2013-05-29,MALE,35.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
bscdr44reg,2014-04-01,20140401211744,2014-04-04,MALE,40.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
6lc4gh0irb,2013-08-20,20130820204009,2013-08-20,-unknown-,27.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
j2btx3z69k,2013-04-10,20130410191300,2013-04-10,MALE,51.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
63g4pgvfo3,2013-02-24,20130224212834,2013-03-08,MALE,34.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
jzjocijpem,2014-06-09,20140609203602,2014-06-11,FEMALE,25.0,facebook,0,zh,sem-non-brand,google,omg,Web,iPad,Mobile Safari,US
u0i8sg1uz6,2013-09-26,20130926220347,2014-03-11,-unknown-,27.0,basic,24,en,other,meetup,untracked,Moweb,Mac Desktop,Chrome,US
kipzlzzj3u,2013-07-26,20130726073022,2013-07-27,-unknown-,,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US
gguwtk315r,2013-08-27,20130827090949,2013-08-29,-unknown-,,basic,0,fr,sem-brand,google,omg,Web,Windows Desktop,Chrome,US
57qfa26h2p,2013-08-06,20130806045730,2013-12-12,MALE,31.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
3nly2e1iyb,2013-05-16,20130516164201,2013-05-16,FEMALE,33.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
u7617267c4,2010-08-22,20100822022123,2010-08-25,FEMALE,37.0,facebook,0,en,sem-non-brand,google,linked,Web,Mac Desktop,Chrome,US
ra7xliswfi,2014-01-23,20140123195119,2014-01-27,FEMALE,31.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
wsipfmrbom,2012-06-03,20120603001222,2012-06-03,-unknown-,,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
4m0qsawzdj,2013-09-26,20130926053646,2013-10-01,MALE,45.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US
ktwx2niu58,2014-01-28,20140128202959,2014-07-08,-unknown-,46.0,basic,25,en,direct,direct,untracked,iOS,Mac Desktop,Firefox,US
diry28wem2,2014-05-21,20140521204202,2014-05-22,MALE,25.0,basic,0,en,direct,direct,untracked,Web,Android Phone,Android Browser,US
1cqtfie3v2,2013-11-04,20131104203626,2013-11-05,MALE,45.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
v2oymmb1wy,2014-03-10,20140310055048,2014-05-14,MALE,31.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
evxxl4dt05,2013-11-21,20131121062205,2013-11-21,MALE,45.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US
wyu3uyqia2,2012-08-01,20120801213419,2012-08-02,FEMALE,30.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
c6fk0fxt36,2014-06-03,20140603215344,2015-05-17,MALE,24.0,facebook,0,en,seo,google,linked,Web,Windows Desktop,Chrome,US
76bzaz89io,2013-04-03,20130403164451,2013-04-04,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,US
7x5z4nslxl,2014-01-30,20140130083347,2014-01-31,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
2jyvi49quh,2010-11-30,20101130040545,2010-12-19,MALE,56.0,facebook,2,en,other,craigslist,omg,Web,Mac Desktop,Safari,US
fegmhbijrz,2013-11-25,20131125075229,2013-11-25,MALE,29.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
sz3u3qiccv,2012-12-25,20121225071307,2012-12-25,FEMALE,28.0,facebook,12,en,api,other,untracked,iOS,iPad,-unknown-,US
40xkcyxt1o,2013-08-17,20130817190212,2013-09-11,MALE,35.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
rxbhetutcx,2013-05-08,20130508065329,2013-05-08,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
vo66wvs4nh,2011-06-28,20110628020202,2011-06-28,FEMALE,,basic,3,en,direct,direct,linked,Web,Windows Desktop,IE,US
sndauoyckq,2013-09-14,20130914221429,2013-09-14,FEMALE,,facebook,12,en,api,other,untracked,Moweb,iPhone,Mobile Safari,US
m62y37u0wy,2014-05-26,20140526002314,2014-05-31,FEMALE,21.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US
2rf7zaa69d,2014-04-22,20140422221027,2014-05-02,MALE,33.0,facebook,12,en,direct,direct,untracked,iOS,iPhone,-unknown-,US
bo6tvib4zm,2011-08-04,20110804004003,2011-08-04,-unknown-,,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,US
lc5jcikeko,2013-09-17,20130917213816,2013-09-17,MALE,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
z3nvubm92v,2013-02-19,20130219062424,2013-02-19,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
xhqrnf3u1b,2013-11-04,20131104063926,2013-11-05,-unknown-,,basic,0,en,seo,google,untracked,Web,iPad,Mobile Safari,US
p7vbinm1rl,2013-11-04,20131104224012,2014-07-04,MALE,23.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
in34p9jj46,2013-01-18,20130118201521,2013-06-13,FEMALE,27.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
dj5yzy58h7,2014-05-07,20140507043039,2014-05-07,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
rthrqqu61f,2011-11-16,20111116185320,2011-11-24,FEMALE,30.0,facebook,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
si2ldy7mhq,2011-10-30,20111030021153,2011-10-30,FEMALE,,basic,3,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,US
wvv69fd8qw,2010-06-03,20100603043349,2010-06-03,-unknown-,,basic,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
l4cljstaot,2013-04-12,20130412175708,2013-04-15,FEMALE,28.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
wg9jdxa3xl,2013-12-04,20131204043256,2014-10-17,FEMALE,35.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
exdefu2vt4,2011-06-13,20110613190256,2011-06-13,FEMALE,32.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
osy1n8pxpt,2013-02-12,20130212063344,2013-02-13,FEMALE,28.0,basic,0,en,direct,direct,untracked,Web,iPhone,-unknown-,US
a7dgqtdahe,2014-06-07,20140607234132,2014-09-01,FEMALE,35.0,basic,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,US
xhdip7ib7d,2014-06-26,20140626203446,2014-09-13,FEMALE,24.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
aoaeqm17ap,2013-12-13,20131213085439,2014-08-06,MALE,28.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
0gltlihx1h,2014-02-24,20140224060505,2014-10-05,FEMALE,25.0,basic,0,en,remarketing,google,untracked,Web,Windows Desktop,Chrome,US
g8tlue6ei6,2014-03-27,20140327212010,2014-04-08,FEMALE,38.0,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,US
0453273vbn,2014-05-23,20140523174328,2014-05-23,-unknown-,27.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US
q2hupg27zm,2014-02-17,20140217171011,2014-03-18,MALE,35.0,basic,23,en,direct,direct,untracked,Android,Other/Unknown,-unknown-,US
y7k5alapqt,2012-12-24,20121224051117,2012-12-29,FEMALE,33.0,basic,12,en,api,other,untracked,iOS,Mac Desktop,Safari,US
ioyz3x0dos,2013-10-19,20131019021439,2013-10-21,MALE,34.0,basic,0,en,direct,direct,untracked,Web,Other/Unknown,-unknown-,US
01ov5ug0gt,2013-03-13,20130313035344,2013-03-31,FEMALE,48.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
3x1z5pq0gx,2013-10-15,20131015215307,2013-10-16,-unknown-,33.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
vx9hnf4bg6,2013-04-29,20130429022840,2013-05-01,FEMALE,36.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
h1rnsvo1iy,2013-05-28,20130528212543,2013-05-29,MALE,36.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
a6evif9c9t,2012-04-08,20120408221547,2012-04-09,-unknown-,,basic,3,en,direct,direct,untracked,Web,Windows Desktop,IE,US
jsu5kzdpg3,2013-12-17,20131217061034,2013-12-18,MALE,34.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
0d4p4mn521,2013-04-24,20130424034922,2013-04-24,MALE,23.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
s2qszvrl4e,2014-03-19,20140319050502,2014-03-25,FEMALE,28.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
3yi9lsfj3q,2013-02-03,20130203004849,2013-02-10,FEMALE,55.0,basic,0,en,other,other,tracked-other,Web,Mac Desktop,Safari,US
5kusqp4u2a,2013-10-29,20131029074127,2013-11-03,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
xb3c0xe8yn,2013-11-20,20131120074746,2013-12-04,-unknown-,,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
ck54hhpwcb,2011-06-16,20110616044650,2011-06-16,MALE,42.0,facebook,0,en,other,other,untracked,Web,Mac Desktop,Firefox,US
eizv1auylp,2013-05-14,20130514055116,2013-05-14,MALE,37.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
yykag6wjmo,2011-10-21,20111021162554,2011-10-25,MALE,34.0,basic,2,en,other,other,linked,Web,Mac Desktop,Safari,US
p95ne1zuq5,2014-05-28,20140528185752,2014-06-24,-unknown-,,basic,0,en,seo,google,untracked,Web,Windows Desktop,Chrome,US
jyutytty9w,2014-04-04,20140404183458,2014-04-06,-unknown-,22.0,basic,0,en,seo,facebook,linked,Web,Mac Desktop,Chrome,US
rbtiq1g2xk,2014-05-23,20140523204106,2014-05-25,MALE,1929.0,basic,24,en,direct,direct,linked,Moweb,Android Phone,Chrome Mobile,US
dgmntwxxz2,2014-02-21,20140221164205,2014-02-26,-unknown-,29.0,basic,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,US
s9vcwalphl,2014-01-28,20140128153212,2014-01-29,MALE,42.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
4myhcuqseh,2013-01-30,20130130083339,2013-01-31,FEMALE,28.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
d0n4851qif,2014-03-05,20140305212438,2014-03-17,-unknown-,39.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US
e7qev6yp01,2013-07-30,20130730004947,2013-08-01,MALE,105.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
pjdb9lhc7f,2014-01-07,20140107212739,2014-01-17,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
lje762klkr,2013-08-20,20130820015333,2013-08-20,MALE,39.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US
nsjeqte377,2011-06-07,20110607050501,2011-06-10,-unknown-,,basic,6,en,direct,other,untracked,Web,iPhone,-unknown-,US
wc7kps9i7q,2011-11-03,20111103215536,2011-11-07,FEMALE,38.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US
2l06kmrsgb,2012-10-02,20121002114643,2012-10-02,MALE,36.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
msapfkp5on,2010-10-28,20101028235551,2010-11-07,FEMALE,50.0,basic,2,en,seo,google,,Web,Other/Unknown,-unknown-,US
xa3q6684yy,2012-12-20,20121220081705,2013-03-10,FEMALE,26.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
2qkxic97zg,2013-09-30,20130930170946,2013-09-30,FEMALE,25.0,facebook,0,en,seo,facebook,untracked,Web,Mac Desktop,Safari,US
szp66ssfyy,2012-01-20,20120120222938,2012-01-20,-unknown-,31.0,basic,3,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
xf98h84b4d,2014-05-02,20140502205807,2014-05-20,FEMALE,50.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,US
3ir2pvp8nl,2014-01-08,20140108073403,2014-01-18,-unknown-,60.0,basic,0,en,other,other,tracked-other,Web,Windows Desktop,Firefox,US
m2c4evcm3s,2012-11-08,20120707032703,2013-01-30,FEMALE,34.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
1zka932bew,2011-12-28,20111228065148,2011-12-29,FEMALE,101.0,facebook,2,en,direct,direct,omg,Web,Windows Desktop,IE,US
tuoos26qtw,2013-11-21,20131121052556,2013-11-25,-unknown-,,basic,25,en,direct,direct,untracked,iOS,Mac Desktop,Chrome,US
w3ahtcrri5,2014-06-22,20140622013223,2014-06-23,MALE,37.0,facebook,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,US
wl36y8y7dz,2014-05-09,20140509213343,2014-05-09,FEMALE,35.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
3b6c41ppno,2014-03-14,20140314021706,2014-04-05,FEMALE,28.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
v80ono96du,2013-07-16,20130716193507,2013-07-22,FEMALE,30.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
gebv12nz2c,2014-04-03,20140403153900,2014-04-08,-unknown-,32.0,basic,25,de,direct,direct,untracked,iOS,iPhone,-unknown-,US
9n3bur41ft,2011-10-15,20111015185455,2011-10-17,MALE,55.0,basic,2,en,sem-non-brand,google,untracked,Web,Windows Desktop,IE,US
eg63xpaf9a,2013-06-25,20130625045130,2013-06-25,FEMALE,47.0,facebook,0,en,direct,direct,omg,Web,iPad,Mobile Safari,US
x6hor0z6ai,2014-03-14,20140314010930,2014-03-14,FEMALE,65.0,basic,0,en,direct,direct,omg,Web,iPad,Mobile Safari,US
wqgt0vz4vk,2013-06-26,20130626042245,2013-06-26,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
xu37b904wd,2013-12-10,20131210052106,2013-12-13,MALE,27.0,facebook,0,en,sem-non-brand,google,tracked-other,Web,Windows Desktop,Chrome,US
mw64zoyclx,2014-05-18,20140518231738,2014-05-20,-unknown-,60.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
8n17zeghrf,2014-04-09,20140409023614,2014-11-05,FEMALE,30.0,facebook,0,en,sem-brand,google,untracked,Web,Mac Desktop,Safari,US
phabm6xgym,2013-09-23,20130923233433,2013-09-24,FEMALE,31.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
hb1nwyaiwb,2013-02-16,20130216065628,2013-02-17,FEMALE,27.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
iox1r8ztx8,2013-11-11,20131111063859,2013-11-11,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,US
k95hum33ur,2014-05-15,20140515213703,2014-05-21,FEMALE,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US
oig8kersi7,2014-04-28,20140428205303,2015-04-15,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
